"Carimbo de data/hora","1 - Qual sua idade?","2 - Qual o seu meio principal de informação?","3 - Como está sua rotina? ","4 - Tem usado quais utensílios de prevenção indicados contra o coronavírus?","5 - É a favor do isolamento social para contenção do vírus ? ","6 - Como você está se sentindo neste momento de pandemia?","7 - Qual(is) sua(s) ocupação(ões)?","8 - É/São em um serviço considerado essencial?","9 - Qual sua renda mensal per capita antes da pandemia do Coronavírus?","10 - Você teve a redução desta renda durante a pandemia?"
"2020/04/28 11:45:22 AM GMT-3","22","TV, sites oficiais de notícia, rádios","Normal, saindo para estudo/trabalho presencial","Máscaras;Álcool em gel;Sabão","Sim","Ansioso","Estudante","Não","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/28 11:45:38 AM GMT-3","27","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Luvas;Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Estudante","Não se aplica","De R$ 522,50 a R$ 1045,00;","Não"
"2020/04/28 11:46:59 AM GMT-3","19","TV, sites oficiais de notícia, rádios","Saindo para outras atividades","Máscaras;Álcool em gel;Sabão","Sim","Preocupado","Estudante","Não","Acima de R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/28 11:48:00 AM GMT-3","21","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Normal","Estudante","Não se aplica","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/28 11:48:35 AM GMT-3","25","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Depressivo","Estudante;Autônomo;Desempregado","Não","De R$ 522,50 a R$ 1045,00;","Sim, muito (mais da metade)"
"2020/04/28 11:49:43 AM GMT-3","22","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Máscaras;Luvas;Álcool em gel;Sabão","Sim","Normal","Estudante","Não se aplica","De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/28 11:51:02 AM GMT-3","26","TV, sites oficiais de notícia, rádios","Em isolamento total","Máscaras;Sabão","Sim","Preocupado","Estudante;Desempregado","Não se aplica","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/28 11:51:28 AM GMT-3","25","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso","Estudante","Não","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/28 11:54:39 AM GMT-3","Porto Alegre","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso","Estudante;Desempregado","Não se aplica","De R$ 1045,00 a R$ 3135,00;","Sim, muito (mais da metade)"
"2020/04/28 11:54:49 AM GMT-3","22","TV, sites oficiais de notícia, rádios","Saindo para outras atividades","Sabão","Sim","Normal","Estudante;Agricultor","Sim","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/28 11:55:53 AM GMT-3","19","TV, sites oficiais de notícia, rádios","Saindo para outras atividades","Máscaras;Álcool em gel;Sabão","Não","Ansioso;Depressivo","Estudante","Não","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/28 11:57:26 AM GMT-3","20","Redes sociais, amigos, familiares, grupos de whats.","Em isolamento total","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Depressivo;Preocupado","Estudante;Iniciação Científica","Sim","Até R$ 522,50;","Não"
"2020/04/28 11:58:46 AM GMT-3","21","TV, sites oficiais de notícia, rádios","Saindo para outras atividades","Máscaras;Luvas;Álcool em gel;Sabão","Sim","Normal","Estudante","Não se aplica","Até R$ 522,50;","Não"
"2020/04/28 11:58:52 AM GMT-3","25","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Álcool em gel;Sabão","Sim","Depressivo","Estudante","Não","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/28 12:00:13 PM GMT-3","20","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Normal","Estudante","Não se aplica","De R$ 522,50 a R$ 1045,00;","Não"
"2020/04/28 12:02:13 PM GMT-3","19","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Depressivo;Preocupado","Estudante;Desempregado","Não se aplica","De R$ 1045,00 a R$ 3135,00;","Sim, muito (mais da metade)"
"2020/04/28 12:03:16 PM GMT-3","26","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Estudante;CLT","Não","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/28 12:07:24 PM GMT-3","25","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Normal","Estudante","Não se aplica","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/28 12:16:04 PM GMT-3","26","Trabalho/estudo na área da saúde","Saindo só quando é inevitável","Máscaras;Luvas;Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Estudante","Não se aplica","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/28 12:17:51 PM GMT-3","19","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Depressivo","Estudante","Não","De R$ 1045,00 a R$ 3135,00;","Sim, muito (mais da metade)"
"2020/04/28 12:18:47 PM GMT-3","19","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Sabão","Sim","Normal","Estudante","Não se aplica","De R$ 522,50 a R$ 1045,00;","Não"
"2020/04/28 12:20:17 PM GMT-3","31","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Preocupado","CLT","Sim","De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/28 12:22:02 PM GMT-3","21","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Normal","Estudante;Servidor/funcionário público","Não","Até R$ 522,50;","Não"
"2020/04/28 12:23:30 PM GMT-3","22","TV, sites oficiais de notícia, rádios","Saindo para outras atividades","Máscaras;Sabão","Sim","Preocupado","Estudante","Não se aplica","De R$ 1045,00 a R$ 3135,00;","Sim, muito (mais da metade)"
"2020/04/28 12:26:42 PM GMT-3","22","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Álcool em gel;Sabão","Sim","Normal","Estudante","Não","Até R$ 522,50;","Não"
"2020/04/28 12:26:44 PM GMT-3","27","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Normal;Ansioso","Estudante","Não se aplica","De R$ 522,50 a R$ 1045,00;","Sim, pouco (menos da metade)"
"2020/04/28 12:29:04 PM GMT-3","49","TV, sites oficiais de notícia, rádios","Em isolamento total","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Servidor/funcionário público","Não","Acima de R$ 3135,00;","Não"
"2020/04/28 12:29:40 PM GMT-3","24","TV, sites oficiais de notícia, rádios","Em isolamento total","Máscaras;Álcool em gel;Sabão","Sim","Normal;Ansioso;Preocupado","Estudante;Estagiária","Não se aplica","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/28 12:30:10 PM GMT-3","21","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Depressivo;Preocupado","Estudante;CLT","Sim","De R$ 1045,00 a R$ 3135,00;","Sim, muito (mais da metade)"
"2020/04/28 12:32:45 PM GMT-3","29","TV, sites oficiais de notícia, rádios","Em isolamento total","Máscaras;Luvas;Álcool em gel;Sabão","Sim","Normal","Estudante;Autônomo","Não se aplica","Acima de R$ 3135,00;","Não"
"2020/04/28 12:33:03 PM GMT-3","25","TV, sites oficiais de notícia, rádios","Normal, saindo para estudo/trabalho presencial","Álcool em gel;Sabão","Não","Normal","Estudante;Autônomo","Não","De R$ 1045,00 a R$ 3135,00;","Sim, muito (mais da metade)"
"2020/04/28 12:35:20 PM GMT-3","21","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso","Estudante","Não se aplica","Acima de R$ 3135,00;","Não"
"2020/04/28 12:35:21 PM GMT-3","30","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Estudante","Não","De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/28 12:36:05 PM GMT-3","26","TV, sites oficiais de notícia, rádios","Em isolamento total","Máscaras;Luvas;Álcool em gel;Sabão","Sim","Normal;Preocupado","Estudante","Não se aplica","Acima de R$ 3135,00;","Não"
"2020/04/28 12:37:51 PM GMT-3","23","Redes sociais, amigos, familiares, grupos de whats.","Em isolamento total","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Depressivo;Preocupado","Estudante;Estagiário","Não","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/28 12:39:42 PM GMT-3","23","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Sabão","Sim","Ansioso;Preocupado","Estudante","Não","De R$ 522,50 a R$ 1045,00;","Não"
"2020/04/28 12:45:41 PM GMT-3","20","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Estudante","Não","Até R$ 522,50;","Não"
"2020/04/28 12:48:41 PM GMT-3","23","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Depressivo","Estudante","Não se aplica","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/28 12:49:00 PM GMT-3","21","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Preocupado","Estudante","Sim","De R$ 522,50 a R$ 1045,00;","Não"
"2020/04/28 12:49:11 PM GMT-3","21","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Sabão","Sim","Ansioso","Estudante","Não","Até R$ 522,50;","Não"
"2020/04/28 12:51:00 PM GMT-3","20","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Sabão","Sim","Ansioso;Depressivo","Estudante;Estagiário","Não","De R$ 522,50 a R$ 1045,00;","Não"
"2020/04/28 12:52:54 PM GMT-3","24","Redes sociais, amigos, familiares, grupos de whats.","Normal, saindo para estudo/trabalho presencial","Máscaras;Álcool em gel;Sabão","Sim","Ansioso","Estudante;estagiaria","Sim","De R$ 522,50 a R$ 1045,00;","Sim, pouco (menos da metade)"
"2020/04/28 12:56:10 PM GMT-3","21","Redes sociais, amigos, familiares, grupos de whats.","Em isolamento total","Máscaras;Álcool em gel;Sabão","Sim","Depressivo","Estudante","Não se aplica","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/28 12:58:30 PM GMT-3","19","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Sabão","Sim","Ansioso;Preocupado","Estudante","Não se aplica","Até R$ 522,50;","Não"
"2020/04/28 1:00:03 PM GMT-3","18","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Estudante;Desempregado","Não se aplica","Até R$ 522,50;","Não"
"2020/04/28 1:00:34 PM GMT-3","20","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Normal","Estudante;Autônomo","Sim","De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/28 1:04:43 PM GMT-3","19","Redes sociais, amigos, familiares, grupos de whats.","Saindo para outras atividades","Álcool em gel;Sabão","Sim","Depressivo;Preocupado","Estudante","Não","De R$ 522,50 a R$ 1045,00;","Não"
"2020/04/28 1:10:07 PM GMT-3","21","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Álcool em gel;Sabão","Sim","Ansioso;Depressivo;Preocupado","Estudante","Não se aplica","De R$ 1045,00 a R$ 3135,00;","Sim, muito (mais da metade)"
"2020/04/28 1:15:21 PM GMT-3","18","Redes sociais, amigos, familiares, grupos de whats.","Saindo para outras atividades","Máscaras;Álcool em gel;Sabão","Sim","Normal","Estudante","Não","De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/28 1:17:26 PM GMT-3","20","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Estudante;Desempregado","Não se aplica","De R$ 522,50 a R$ 1045,00;","Sim, pouco (menos da metade)"
"2020/04/28 1:17:30 PM GMT-3","23","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Depressivo;Preocupado","Estudante;Desempregado","Não se aplica","De R$ 522,50 a R$ 1045,00;","Sim, pouco (menos da metade)"
"2020/04/28 1:17:56 PM GMT-3","30","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Servidor/funcionário público","Sim","Acima de R$ 3135,00;","Não"
"2020/04/28 1:20:56 PM GMT-3","21","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Não","Ansioso","Estudante","Não se aplica","Até R$ 522,50;","Não"
"2020/04/28 1:21:56 PM GMT-3","24","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Álcool em gel;Sabão","Sim","Preocupado","Estudante","Não se aplica","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/28 1:22:34 PM GMT-3","21","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Luvas;Álcool em gel;Sabão","Sim","Ansioso;Depressivo;Preocupado","Estudante","Não","De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/28 1:23:39 PM GMT-3","19","TV, sites oficiais de notícia, rádios","Em isolamento total","Máscaras;Luvas;Álcool em gel;Sabão","Sim","Ansioso;Depressivo;Preocupado","Estudante;bolsista","Não","Até R$ 522,50;","Sim, muito (mais da metade)"
"2020/04/28 1:27:18 PM GMT-3","18","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso","Estudante","Não se aplica","De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/28 1:28:43 PM GMT-3","29","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Luvas;Álcool em gel;Sabão","Sim","Normal","Estudante;Autônomo","Não","Acima de R$ 3135,00;","Sim, muito (mais da metade)"
"2020/04/28 1:29:37 PM GMT-3","30","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Máscaras;Sabão","Sim","Ansioso","Estudante","Não se aplica","Até R$ 522,50;","Não"
"2020/04/28 1:31:32 PM GMT-3","33","TV, sites oficiais de notícia, rádios","Normal, saindo para estudo/trabalho presencial","Máscaras;Álcool em gel","Sim","Ansioso","CLT","Sim","Acima de R$ 3135,00;","Não"
"2020/04/28 1:31:57 PM GMT-3","18","TV, sites oficiais de notícia, rádios","Em isolamento total","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Depressivo","Estudante","Não se aplica","Acima de R$ 3135,00;","Não"
"2020/04/28 1:32:27 PM GMT-3","40","Trabalho/estudo na área da saúde","Em isolamento total","Máscaras;Álcool em gel;Sabão","Sim","Ansioso","CLT","Não","Acima de R$ 3135,00;","Não"
"2020/04/28 1:35:27 PM GMT-3","21","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Depressivo;Preocupado","Estudante","Não","Até R$ 522,50;","Não"
"2020/04/28 1:36:05 PM GMT-3","20","Redes sociais, amigos, familiares, grupos de whats.","Saindo para outras atividades","Máscaras;Álcool em gel;Sabão","Sim","Normal;Ansioso;Preocupado","Estudante;Autônomo","Não","De R$ 522,50 a R$ 1045,00;","Não"
"2020/04/28 1:43:54 PM GMT-3","30","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Álcool em gel;Sabão","Sim","Normal;Preocupado","Estudante;Autônomo","Não","De R$ 522,50 a R$ 1045,00;","Sim, muito (mais da metade)"
"2020/04/28 1:51:32 PM GMT-3","22","Redes sociais, amigos, familiares, grupos de whats.","Em isolamento total","Máscaras;Álcool em gel;Sabão","Sim","Normal;Ansioso","Estudante;estagiária","Não se aplica","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/28 1:53:22 PM GMT-3","20","TV, sites oficiais de notícia, rádios","Saindo para outras atividades","Álcool em gel","Não","Normal","Estudante","Não se aplica","Acima de R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/28 1:55:59 PM GMT-3","24","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Normal","Estudante","Não","De R$ 522,50 a R$ 1045,00;","Sim, muito (mais da metade)"
"2020/04/28 2:10:45 PM GMT-3","20","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Sabão","Sim","Normal","Estudante","Não se aplica","De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/28 2:15:00 PM GMT-3","35","TV, sites oficiais de notícia, rádios","Saindo para outras atividades","Máscaras;Álcool em gel;Sabão","Sim","Ansioso","Autônomo","Não","De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/28 2:15:24 PM GMT-3","23","Redes sociais, amigos, familiares, grupos de whats.","Saindo para outras atividades","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Estudante","Não","De R$ 522,50 a R$ 1045,00;","Não"
"2020/04/28 2:15:24 PM GMT-3","18","Redes sociais, amigos, familiares, grupos de whats.","Em isolamento total","Máscaras;Álcool em gel;Sabão","Sim","Preocupado","Estudante;Desempregado","Não se aplica","Até R$ 522,50;","Não"
"2020/04/28 2:18:09 PM GMT-3","23","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso","Estudante;bolsista de iniciação científica","Não","De R$ 522,50 a R$ 1045,00;","Sim, muito (mais da metade)"
"2020/04/28 2:20:24 PM GMT-3","54","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Álcool em gel;Sabão","Não","Ansioso","Estudante;Desempregado","Não se aplica","De R$ 1045,00 a R$ 3135,00;","Sim, muito (mais da metade)"
"2020/04/28 2:23:31 PM GMT-3","24","TV, sites oficiais de notícia, rádios","Normal, saindo para estudo/trabalho presencial","Máscaras;Luvas;Álcool em gel;Sabão","Sim","Ansioso;Depressivo;Preocupado","Estudante;Autônomo","Sim","De R$ 522,50 a R$ 1045,00;","Sim, pouco (menos da metade)"
"2020/04/28 2:24:08 PM GMT-3","22","TV, sites oficiais de notícia, rádios","Em isolamento total","Sabão","Sim","Ansioso","Estudante","Não se aplica","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/28 2:26:36 PM GMT-3","33","Trabalho/estudo na área da saúde","Normal, saindo para estudo/trabalho presencial","Máscaras;Álcool em gel;Sabão","Sim","Preocupado","Estudante;Autônomo;CLT","Sim","Acima de R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/28 2:28:25 PM GMT-3","49","Trabalho/estudo na área da saúde","Normal, saindo para estudo/trabalho presencial","Máscaras;Álcool em gel;Sabão","Sim","Normal","Servidor/funcionário público","Sim","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/28 2:36:07 PM GMT-3","39","TV, sites oficiais de notícia, rádios","Normal, saindo para estudo/trabalho presencial","Máscaras;Álcool em gel;Sabão","Sim","Preocupado","Estudante;CLT","Sim","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/28 2:37:32 PM GMT-3","22","TV, sites oficiais de notícia, rádios","Saindo para outras atividades","Máscaras;Álcool em gel;Sabão","Sim","Normal;Preocupado","Estudante","Não","De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/28 2:39:28 PM GMT-3","25","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Álcool em gel;Sabão","Sim","Normal","Estudante;Autônomo","Não","Até R$ 522,50;","Sim, muito (mais da metade)"
"2020/04/28 2:43:13 PM GMT-3","30","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Preocupado","Estudante;Autônomo","Não se aplica","De R$ 522,50 a R$ 1045,00;","Sim, muito (mais da metade)"
"2020/04/28 2:51:18 PM GMT-3","21","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Luvas;Álcool em gel;Sabão","Sim","Normal;Preocupado","Estudante","Não","De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/28 2:52:08 PM GMT-3","21","TV, sites oficiais de notícia, rádios","Em isolamento total","Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Estudante","Não","Acima de R$ 3135,00;","Não"
"2020/04/28 3:04:29 PM GMT-3","18","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso","Estudante","Não","De R$ 522,50 a R$ 1045,00;","Sim, pouco (menos da metade)"
"2020/04/28 3:05:37 PM GMT-3","21","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Máscaras;Luvas;Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Estudante;Desempregado","Não se aplica","Até R$ 522,50;","Não"
"2020/04/28 3:06:20 PM GMT-3","26","Trabalho/estudo na área da saúde","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Estudante","Não","De R$ 522,50 a R$ 1045,00;","Sim, muito (mais da metade)"
"2020/04/28 3:08:44 PM GMT-3","37","Trabalho/estudo na área da saúde","Normal, saindo para estudo/trabalho presencial","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Depressivo;Preocupado","Estudante;CLT","Sim","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/28 3:12:44 PM GMT-3","20","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Estudante;Autônomo","Não se aplica","De R$ 522,50 a R$ 1045,00;","Sim, muito (mais da metade)"
"2020/04/28 3:12:50 PM GMT-3","20","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Estudante;Autônomo","Não se aplica","De R$ 522,50 a R$ 1045,00;","Sim, muito (mais da metade)"
"2020/04/28 3:13:39 PM GMT-3","18","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Normal;Preocupado","Estudante","Sim","De R$ 522,50 a R$ 1045,00;","Não"
"2020/04/28 3:26:50 PM GMT-3","22","TV, sites oficiais de notícia, rádios","Em isolamento total","Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Estudante","Não","De R$ 522,50 a R$ 1045,00;","Sim, muito (mais da metade)"
"2020/04/28 3:31:12 PM GMT-3","18","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Luvas;Álcool em gel;Sabão","Sim","Normal","Estudante","Não se aplica","Acima de R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/28 3:31:20 PM GMT-3","32","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Normal","Estudante","Não","De R$ 522,50 a R$ 1045,00;","Sim, pouco (menos da metade)"
"2020/04/28 3:31:47 PM GMT-3","21","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Estudante","Não se aplica","Até R$ 522,50;","Não"
"2020/04/28 3:33:51 PM GMT-3","23","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Estudante;Estágio remunerado","Não se aplica","Até R$ 522,50;","Sim, muito (mais da metade)"
"2020/04/28 3:38:31 PM GMT-3","24","TV, sites oficiais de notícia, rádios","Saindo para outras atividades","Máscaras;Luvas;Álcool em gel;Sabão","Não","Ansioso","Estudante;Desempregado","Não se aplica","De R$ 1045,00 a R$ 3135,00;","Sim, muito (mais da metade)"
"2020/04/28 3:39:42 PM GMT-3","20","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Preocupado","Estudante","Sim","Acima de R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/28 3:48:19 PM GMT-3","49","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Normal","Servidor/funcionário público","Não","Acima de R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/28 3:51:20 PM GMT-3","24","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Álcool em gel;Sabão","Sim","Normal","Estudante","Não se aplica","De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/28 3:56:20 PM GMT-3","23","Redes sociais, amigos, familiares, grupos de whats.","Em isolamento total","Álcool em gel;Sabão","Sim","Preocupado","Estudante","Não se aplica","Até R$ 522,50;","Não"
"2020/04/28 4:00:38 PM GMT-3","20","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Estudante","Não","Até R$ 522,50;","Não"
"2020/04/28 4:07:08 PM GMT-3","23","TV, sites oficiais de notícia, rádios","Normal, saindo para estudo/trabalho presencial","Máscaras;Álcool em gel;Sabão","Sim","Preocupado","Estudante","Não","De R$ 522,50 a R$ 1045,00;","Não"
"2020/04/28 4:14:31 PM GMT-3","24","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso","Estudante;Desempregado","Não se aplica","Até R$ 522,50;","Sim, pouco (menos da metade)"
"2020/04/28 4:16:31 PM GMT-3","21","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Estudante","Não se aplica","De R$ 522,50 a R$ 1045,00;","Sim, pouco (menos da metade)"
"2020/04/28 4:17:12 PM GMT-3","18","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso","Estudante","Não","Até R$ 522,50;","Não"
"2020/04/28 4:22:39 PM GMT-3","25","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Estudante","Não se aplica","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/28 4:24:47 PM GMT-3","22","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Preocupado","Estudante","Não","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/28 4:29:47 PM GMT-3","32","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Preocupado","Estudante;Autônomo","Não","Até R$ 522,50;","Sim, pouco (menos da metade)"
